customer_id,customer_name,signup_date,gender,city,area,acquisition_channel
752,Customer 752,2023-10-12,Other,Delhi,Central Delhi,Social Media
753,Customer 753,2024-11-30,Male,Hyderabad,Madhapur,Paid Ads
754,Customer 754,2024-04-22,Male,Delhi,North Delhi,Social Media
755,Customer 755,2023-10-19,Female,Bengaluru,Koramangala,Organic
756,Customer 756,2024-02-16,Male,Kolkata,Park Street,Referral
757,Customer 757,2024-04-04,Female,Bengaluru,Whitefield,Paid Ads
758,Customer 758,2025-05-19,Male,Delhi,West Delhi,Paid Ads
759,Customer 759,2024-10-02,Female,Pune,Hinjewadi,Paid Ads
760,Customer 760,2023-07-09,Female,Pune,Koregaon Park,Organic
761,Customer 761,2024-12-10,Male,Bengaluru,Indiranagar,Paid Ads
762,Customer 762,2024-02-22,Male,Pune,Viman Nagar,Referral
763,Customer 763,2023-07-02,Female,Pune,Kothrud,Social Media
764,Customer 764,2024-07-28,Male,Bengaluru,Koramangala,Social Media
765,Customer 765,2023-09-11,Male,Bengaluru,Koramangala,Social Media
766,Customer 766,2023-06-24,Female,Bengaluru,Whitefield,Paid Ads
767,Customer 767,2023-09-16,Female,Hyderabad,Gachibowli,Paid Ads
768,Customer 768,2024-10-17,Male,Hyderabad,Gachibowli,Paid Ads
769,Customer 769,2024-03-22,Female,Chennai,T Nagar,Social Media
770,Customer 770,2023-11-25,Female,Hyderabad,Secunderabad,Social Media
771,Customer 771,2024-04-30,Male,Mumbai,Powai,Paid Ads
772,Customer 772,2024-11-21,Female,Pune,Kothrud,Referral
773,Customer 773,2024-05-04,Female,Delhi,East Delhi,Social Media
774,Customer 774,2025-01-22,Male,Mumbai,Thane,Paid Ads
775,Customer 775,2025-05-03,Male,Hyderabad,Madhapur,Paid Ads
776,Customer 776,2024-10-02,Male,Chennai,OMR,Paid Ads
777,Customer 777,2024-10-12,Male,Mumbai,Andheri,Organic
778,Customer 778,2023-06-17,Male,Kolkata,Park Street,Referral
779,Customer 779,2023-06-06,Female,Delhi,West Delhi,Social Media
780,Customer 780,2025-03-14,Female,Pune,Hinjewadi,Social Media
781,Customer 781,2024-12-10,Male,Kolkata,Howrah,Paid Ads
782,Customer 782,2024-04-11,Other,Pune,Kothrud,Organic
783,Customer 783,2025-03-06,Female,Bengaluru,Electronic City,Referral
784,Customer 784,2024-11-13,Male,Pune,Kothrud,Paid Ads
785,Customer 785,2025-04-19,Female,Pune,Viman Nagar,Paid Ads
786,Customer 786,2024-03-23,Male,Delhi,North Delhi,Referral
787,Customer 787,2023-08-07,Male,Kolkata,Salt Lake,Paid Ads
788,Customer 788,2025-01-04,Female,Bengaluru,Indiranagar,Organic
789,Customer 789,2024-05-31,Other,Hyderabad,Hitech City,Social Media
790,Customer 790,2024-03-22,Female,Mumbai,Navi Mumbai,Referral
791,Customer 791,2024-05-06,Female,Kolkata,Howrah,Social Media
792,Customer 792,2023-11-16,Male,Pune,Viman Nagar,Social Media
793,Customer 793,2024-09-13,Female,Kolkata,Park Street,Organic
794,Customer 794,2024-06-14,Male,Pune,Hinjewadi,Referral
795,Customer 795,2025-01-14,Male,Pune,Viman Nagar,Referral
796,Customer 796,2024-05-29,Other,Chennai,Velachery,Referral
797,Customer 797,2024-10-21,Female,Pune,Hinjewadi,Organic
798,Customer 798,2024-06-06,Female,Mumbai,Thane,Organic
799,Customer 799,2024-02-24,Male,Bengaluru,Whitefield,Social Media
800,Customer 800,2023-11-18,Male,Mumbai,Bandra,Referral
801,Customer 801,2023-10-20,Male,Kolkata,Park Street,Paid Ads
802,Customer 802,2024-10-27,Female,Hyderabad,Gachibowli,Referral
803,Customer 803,2024-11-23,Female,Chennai,OMR,Paid Ads
804,Customer 804,2025-01-03,Male,Hyderabad,Hitech City,Organic
805,Customer 805,2024-01-30,Male,Hyderabad,Secunderabad,Referral
806,Customer 806,2023-07-09,Female,Hyderabad,Madhapur,Referral
807,Customer 807,2024-08-17,Female,Pune,Kothrud,Organic
808,Customer 808,2024-10-18,Male,Chennai,OMR,Referral
809,Customer 809,2024-09-01,Female,Kolkata,Salt Lake,Paid Ads
810,Customer 810,2024-11-30,Male,Mumbai,Thane,Social Media
811,Customer 811,2024-01-30,Male,Hyderabad,Secunderabad,Referral
812,Customer 812,2025-01-28,Male,Kolkata,Gariahat,Referral
813,Customer 813,2023-09-14,Female,Pune,Viman Nagar,Paid Ads
814,Customer 814,2024-04-13,Female,Kolkata,Gariahat,Organic
815,Customer 815,2024-12-11,Male,Delhi,South Delhi,Paid Ads
816,Customer 816,2023-07-16,Male,Delhi,South Delhi,Social Media
817,Customer 817,2025-01-30,Female,Hyderabad,Madhapur,Organic
818,Customer 818,2023-09-09,Female,Hyderabad,Gachibowli,Social Media
819,Customer 819,2024-10-11,Female,Chennai,Velachery,Social Media
820,Customer 820,2025-01-03,Female,Kolkata,Gariahat,Organic
821,Customer 821,2023-08-10,Other,Chennai,Velachery,Referral
822,Customer 822,2024-08-03,Female,Delhi,West Delhi,Social Media
823,Customer 823,2023-08-24,Male,Delhi,East Delhi,Referral
824,Customer 824,2024-11-10,Male,Chennai,T Nagar,Paid Ads
825,Customer 825,2023-08-09,Other,Chennai,Adyar,Organic
826,Customer 826,2023-12-15,Female,Delhi,North Delhi,Paid Ads
827,Customer 827,2024-02-21,Male,Delhi,North Delhi,Social Media
828,Customer 828,2024-10-31,Female,Pune,Koregaon Park,Organic
829,Customer 829,2024-08-22,Other,Delhi,West Delhi,Organic
830,Customer 830,2024-02-24,Female,Kolkata,Howrah,Social Media
831,Customer 831,2025-03-05,Male,Hyderabad,Hitech City,Social Media
832,Customer 832,2024-08-27,Female,Hyderabad,Hitech City,Organic
833,Customer 833,2023-07-01,Female,Delhi,West Delhi,Referral
834,Customer 834,2024-01-03,Male,Bengaluru,Whitefield,Paid Ads
835,Customer 835,2025-05-13,Male,Kolkata,Park Street,Social Media
836,Customer 836,2025-05-02,Female,Delhi,Central Delhi,Organic
837,Customer 837,2024-05-30,Female,Pune,Viman Nagar,Paid Ads
838,Customer 838,2024-10-15,Male,Bengaluru,Whitefield,Social Media
839,Customer 839,2024-06-04,Female,Hyderabad,Madhapur,Social Media
840,Customer 840,2023-10-26,Male,Delhi,South Delhi,Social Media
841,Customer 841,2024-09-13,Female,Kolkata,Salt Lake,Paid Ads
842,Customer 842,2025-02-17,Male,Bengaluru,HSR Layout,Referral
843,Customer 843,2024-01-27,Male,Kolkata,Park Street,Social Media
844,Customer 844,2024-04-22,Female,Bengaluru,Koramangala,Social Media
845,Customer 845,2024-10-13,Female,Pune,Hinjewadi,Organic
846,Customer 846,2025-03-27,Male,Kolkata,Gariahat,Social Media
847,Customer 847,2025-05-19,Female,Pune,Viman Nagar,Paid Ads
848,Customer 848,2023-10-12,Female,Bengaluru,Koramangala,Social Media
849,Customer 849,2024-07-22,Male,Hyderabad,Madhapur,Organic
850,Customer 850,2024-11-04,Male,Mumbai,Thane,Organic
851,Customer 851,2023-09-07,Other,Pune,Kothrud,Referral
852,Customer 852,2024-05-20,Female,Bengaluru,Whitefield,Paid Ads
853,Customer 853,2025-03-23,Female,Kolkata,Howrah,Referral
854,Customer 854,2025-02-20,Male,Pune,Viman Nagar,Paid Ads
855,Customer 855,2023-09-17,Male,Kolkata,Salt Lake,Organic
856,Customer 856,2025-05-12,Female,Pune,Kothrud,Organic
857,Customer 857,2024-10-17,Male,Bengaluru,Whitefield,Organic
858,Customer 858,2024-02-18,Male,Delhi,East Delhi,Referral
859,Customer 859,2024-04-22,Male,Chennai,OMR,Paid Ads
860,Customer 860,2024-11-25,Female,Chennai,OMR,Organic
861,Customer 861,2025-05-12,Male,Chennai,T Nagar,Referral
862,Customer 862,2023-10-27,Male,Delhi,West Delhi,Organic
863,Customer 863,2023-12-23,Female,Pune,Viman Nagar,Social Media
864,Customer 864,2024-06-30,Male,Pune,Hinjewadi,Paid Ads
865,Customer 865,2024-01-18,Female,Pune,Kothrud,Referral
866,Customer 866,2023-12-13,Female,Chennai,OMR,Social Media
867,Customer 867,2023-10-16,Female,Delhi,North Delhi,Organic
868,Customer 868,2024-11-25,Female,Hyderabad,Hitech City,Paid Ads
869,Customer 869,2024-07-17,Male,Pune,Kothrud,Referral
870,Customer 870,2024-04-21,Female,Chennai,T Nagar,Organic
871,Customer 871,2025-03-17,Female,Delhi,North Delhi,Organic
872,Customer 872,2025-02-04,Female,Mumbai,Thane,Referral
873,Customer 873,2023-06-28,Female,Pune,Hinjewadi,Social Media
874,Customer 874,2023-07-17,Male,Bengaluru,Whitefield,Referral
875,Customer 875,2024-11-30,Female,Chennai,Adyar,Organic
876,Customer 876,2024-02-06,Male,Bengaluru,HSR Layout,Referral
877,Customer 877,2023-09-12,Male,Pune,Kothrud,Referral
878,Customer 878,2024-02-11,Female,Chennai,Adyar,Paid Ads
879,Customer 879,2025-02-03,Female,Hyderabad,Secunderabad,Organic
880,Customer 880,2024-04-26,Female,Hyderabad,Gachibowli,Referral
881,Customer 881,2023-08-11,Female,Mumbai,Powai,Organic
882,Customer 882,2024-04-28,Male,Pune,Kothrud,Social Media
883,Customer 883,2025-03-15,Female,Chennai,Adyar,Organic
884,Customer 884,2025-01-15,Other,Kolkata,Salt Lake,Social Media
885,Customer 885,2024-01-13,Female,Delhi,East Delhi,Referral
886,Customer 886,2025-01-14,Male,Hyderabad,Gachibowli,Social Media
887,Customer 887,2023-09-21,Male,Kolkata,Salt Lake,Paid Ads
888,Customer 888,2024-09-20,Female,Mumbai,Powai,Social Media
889,Customer 889,2023-06-22,Female,Hyderabad,Secunderabad,Referral
890,Customer 890,2023-11-16,Female,Kolkata,Salt Lake,Referral
891,Customer 891,2024-04-01,Female,Delhi,Central Delhi,Organic
892,Customer 892,2023-10-29,Female,Mumbai,Bandra,Organic
893,Customer 893,2025-04-13,Male,Hyderabad,Hitech City,Paid Ads
894,Customer 894,2023-06-28,Male,Kolkata,Gariahat,Referral
895,Customer 895,2023-10-28,Female,Bengaluru,Koramangala,Paid Ads
896,Customer 896,2023-09-02,Female,Delhi,West Delhi,Social Media
897,Customer 897,2023-08-30,Female,Bengaluru,Electronic City,Referral
898,Customer 898,2023-09-28,Female,Chennai,T Nagar,Paid Ads
899,Customer 899,2024-12-01,Male,Bengaluru,Electronic City,Paid Ads
900,Customer 900,2024-06-02,Male,Kolkata,Park Street,Social Media
901,Customer 901,2023-12-06,Female,Mumbai,Andheri,Paid Ads
902,Customer 902,2023-12-01,Male,Delhi,North Delhi,Referral
903,Customer 903,2024-04-19,Male,Chennai,Adyar,Referral
904,Customer 904,2024-04-13,Male,Delhi,East Delhi,Referral
905,Customer 905,2024-12-20,Male,Delhi,North Delhi,Social Media
906,Customer 906,2024-09-04,Male,Hyderabad,Madhapur,Organic
907,Customer 907,2024-04-27,Female,Mumbai,Powai,Organic
908,Customer 908,2023-09-22,Female,Delhi,North Delhi,Paid Ads
909,Customer 909,2023-10-28,Male,Chennai,Velachery,Paid Ads
910,Customer 910,2024-10-16,Male,Chennai,Adyar,Organic
911,Customer 911,2023-10-14,Female,Pune,Viman Nagar,Paid Ads
912,Customer 912,2024-03-17,Male,Delhi,Central Delhi,Organic
913,Customer 913,2023-07-12,Male,Hyderabad,Gachibowli,Social Media
914,Customer 914,2023-12-30,Male,Bengaluru,Indiranagar,Referral
915,Customer 915,2024-04-28,Male,Kolkata,Howrah,Referral
916,Customer 916,2024-11-10,Other,Bengaluru,HSR Layout,Referral
917,Customer 917,2023-08-16,Female,Mumbai,Andheri,Social Media
918,Customer 918,2024-04-01,Female,Mumbai,Navi Mumbai,Organic
919,Customer 919,2025-01-10,Female,Mumbai,Andheri,Social Media
920,Customer 920,2024-07-22,Other,Hyderabad,Madhapur,Referral
921,Customer 921,2023-10-29,Female,Hyderabad,Hitech City,Referral
922,Customer 922,2024-07-31,Male,Kolkata,Park Street,Paid Ads
923,Customer 923,2024-05-13,Other,Bengaluru,HSR Layout,Referral
924,Customer 924,2024-03-13,Male,Kolkata,Salt Lake,Organic
925,Customer 925,2024-12-05,Female,Mumbai,Powai,Organic
926,Customer 926,2024-01-28,Male,Mumbai,Powai,Social Media
927,Customer 927,2023-10-12,Female,Delhi,North Delhi,Referral
928,Customer 928,2023-10-17,Other,Hyderabad,Hitech City,Referral
929,Customer 929,2023-11-06,Female,Bengaluru,Whitefield,Organic
930,Customer 930,2025-04-19,Male,Hyderabad,Madhapur,Social Media
931,Customer 931,2023-10-12,Female,Delhi,East Delhi,Organic
932,Customer 932,2023-09-30,Male,Kolkata,Park Street,Organic
933,Customer 933,2024-11-15,Female,Delhi,South Delhi,Social Media
934,Customer 934,2024-01-01,Female,Mumbai,Bandra,Paid Ads
935,Customer 935,2025-02-09,Male,Bengaluru,Koramangala,Referral
936,Customer 936,2025-02-23,Female,Kolkata,Salt Lake,Organic
937,Customer 937,2024-03-23,Female,Delhi,North Delhi,Paid Ads
938,Customer 938,2025-03-07,Male,Kolkata,Park Street,Organic
939,Customer 939,2024-08-11,Female,Kolkata,Gariahat,Organic
940,Customer 940,2023-08-21,Other,Delhi,East Delhi,Organic
941,Customer 941,2024-10-01,Female,Mumbai,Navi Mumbai,Paid Ads
942,Customer 942,2025-04-30,Male,Kolkata,Howrah,Paid Ads
943,Customer 943,2023-12-17,Female,Delhi,East Delhi,Paid Ads
944,Customer 944,2025-03-25,Female,Mumbai,Powai,Social Media
945,Customer 945,2024-10-30,Male,Mumbai,Powai,Referral
946,Customer 946,2024-10-31,Female,Hyderabad,Gachibowli,Organic
947,Customer 947,2023-09-12,Female,Pune,Viman Nagar,Referral
948,Customer 948,2024-05-16,Male,Hyderabad,Madhapur,Paid Ads
949,Customer 949,2025-04-04,Female,Delhi,South Delhi,Referral
950,Customer 950,2024-03-11,Female,Hyderabad,Gachibowli,Paid Ads
951,Customer 951,2024-09-20,Male,Mumbai,Navi Mumbai,Social Media
952,Customer 952,2025-04-18,Female,Chennai,Adyar,Paid Ads
953,Customer 953,2024-10-17,Male,Kolkata,Gariahat,Paid Ads
954,Customer 954,2024-03-22,Male,Pune,Koregaon Park,Referral
955,Customer 955,2024-05-18,Male,Pune,Hinjewadi,Paid Ads
956,Customer 956,2023-06-23,Other,Bengaluru,Whitefield,Organic
957,Customer 957,2024-01-14,Male,Bengaluru,Electronic City,Social Media
958,Customer 958,2025-05-24,Male,Delhi,West Delhi,Organic
959,Customer 959,2024-02-11,Female,Kolkata,Howrah,Referral
960,Customer 960,2024-02-02,Female,Kolkata,Park Street,Social Media
961,Customer 961,2023-11-12,Female,Delhi,North Delhi,Social Media
962,Customer 962,2024-10-06,Female,Bengaluru,Electronic City,Organic
963,Customer 963,2023-11-25,Male,Kolkata,Park Street,Paid Ads
964,Customer 964,2024-03-04,Female,Bengaluru,Whitefield,Social Media
965,Customer 965,2024-05-10,Male,Mumbai,Navi Mumbai,Referral
966,Customer 966,2024-08-22,Male,Kolkata,Gariahat,Organic
967,Customer 967,2025-04-22,Female,Chennai,Velachery,Social Media
968,Customer 968,2024-10-24,Male,Pune,Viman Nagar,Paid Ads
969,Customer 969,2023-12-29,Female,Pune,Hinjewadi,Social Media
970,Customer 970,2023-07-14,Male,Hyderabad,Hitech City,Organic
971,Customer 971,2024-09-14,Female,Delhi,North Delhi,Social Media
972,Customer 972,2024-05-31,Male,Delhi,Central Delhi,Paid Ads
973,Customer 973,2023-12-05,Male,Delhi,West Delhi,Social Media
974,Customer 974,2025-05-16,Other,Kolkata,Park Street,Referral
975,Customer 975,2025-02-12,Other,Chennai,T Nagar,Referral
976,Customer 976,2023-12-16,Female,Delhi,South Delhi,Social Media
977,Customer 977,2024-12-21,Male,Pune,Viman Nagar,Organic
978,Customer 978,2025-02-19,Other,Kolkata,Gariahat,Organic
979,Customer 979,2023-11-08,Male,Bengaluru,HSR Layout,Organic
980,Customer 980,2023-12-12,Male,Bengaluru,Indiranagar,Referral
981,Customer 981,2024-11-17,Female,Mumbai,Bandra,Paid Ads
982,Customer 982,2023-08-05,Male,Kolkata,Howrah,Referral
983,Customer 983,2023-08-26,Other,Mumbai,Navi Mumbai,Referral
984,Customer 984,2024-02-11,Female,Mumbai,Navi Mumbai,Social Media
985,Customer 985,2024-05-25,Female,Hyderabad,Secunderabad,Referral
986,Customer 986,2023-08-25,Female,Mumbai,Bandra,Organic
987,Customer 987,2024-05-20,Male,Chennai,OMR,Organic
988,Customer 988,2024-06-02,Male,Mumbai,Navi Mumbai,Referral
989,Customer 989,2023-06-07,Male,Kolkata,Park Street,Organic
990,Customer 990,2025-01-21,Female,Hyderabad,Gachibowli,Referral
991,Customer 991,2024-08-28,Male,Chennai,Adyar,Social Media
992,Customer 992,2024-10-26,Male,Bengaluru,Indiranagar,Social Media
993,Customer 993,2023-07-27,Male,Chennai,Adyar,Referral
994,Customer 994,2025-04-21,Female,Hyderabad,Hitech City,Referral
995,Customer 995,2024-06-28,Female,Mumbai,Bandra,Organic
996,Customer 996,2024-08-26,Female,Bengaluru,Indiranagar,Organic
997,Customer 997,2023-08-09,Female,Chennai,Adyar,Organic
998,Customer 998,2023-09-20,Male,Hyderabad,Madhapur,Paid Ads
999,Customer 999,2024-08-16,Male,Mumbai,Thane,Paid Ads
1000,Customer 1000,2024-09-02,Male,Hyderabad,Secunderabad,Paid Ads
1001,Customer 1001,2024-02-04,Female,Delhi,East Delhi,Social Media
1002,Customer 1002,2024-12-27,Female,Mumbai,Thane,Organic
1003,Customer 1003,2024-03-04,Female,Kolkata,Salt Lake,Referral
1004,Customer 1004,2025-01-28,Other,Delhi,West Delhi,Referral
1005,Customer 1005,2023-08-31,Female,Delhi,South Delhi,Referral
1006,Customer 1006,2024-01-02,Female,Mumbai,Thane,Social Media
1007,Customer 1007,2025-01-09,Male,Chennai,Adyar,Organic
1008,Customer 1008,2024-10-17,Female,Bengaluru,Electronic City,Paid Ads
1009,Customer 1009,2024-08-03,Female,Chennai,Adyar,Paid Ads
1010,Customer 1010,2024-02-27,Male,Chennai,T Nagar,Paid Ads
1011,Customer 1011,2024-05-04,Female,Mumbai,Andheri,Organic
1012,Customer 1012,2024-11-06,Male,Bengaluru,Whitefield,Social Media
1013,Customer 1013,2023-08-25,Female,Hyderabad,Secunderabad,Referral
1014,Customer 1014,2024-04-20,Male,Bengaluru,Whitefield,Organic
1015,Customer 1015,2024-06-12,Male,Delhi,East Delhi,Paid Ads
1016,Customer 1016,2023-11-29,Male,Mumbai,Andheri,Referral
1017,Customer 1017,2024-01-17,Female,Delhi,East Delhi,Organic
1018,Customer 1018,2023-12-02,Male,Bengaluru,Electronic City,Paid Ads
1019,Customer 1019,2024-01-11,Male,Mumbai,Andheri,Organic
1020,Customer 1020,2024-08-24,Male,Mumbai,Bandra,Referral
1021,Customer 1021,2024-09-04,Female,Delhi,East Delhi,Organic
1022,Customer 1022,2023-06-05,Male,Bengaluru,HSR Layout,Paid Ads
1023,Customer 1023,2025-03-10,Other,Hyderabad,Secunderabad,Organic
1024,Customer 1024,2024-04-01,Female,Chennai,OMR,Social Media
1025,Customer 1025,2024-08-21,Male,Bengaluru,HSR Layout,Referral
1026,Customer 1026,2024-07-09,Female,Mumbai,Thane,Organic
1027,Customer 1027,2025-03-20,Male,Bengaluru,HSR Layout,Paid Ads
1028,Customer 1028,2024-05-22,Female,Bengaluru,Whitefield,Referral
1029,Customer 1029,2024-04-29,Male,Pune,Kothrud,Social Media
1030,Customer 1030,2024-03-21,Female,Kolkata,Salt Lake,Organic
1031,Customer 1031,2024-02-22,Male,Chennai,Velachery,Paid Ads
1032,Customer 1032,2024-07-16,Female,Kolkata,Park Street,Organic
1033,Customer 1033,2025-03-04,Female,Kolkata,Howrah,Paid Ads
1034,Customer 1034,2024-07-02,Female,Pune,Koregaon Park,Social Media
1035,Customer 1035,2023-06-24,Male,Hyderabad,Secunderabad,Organic
1036,Customer 1036,2024-01-04,Female,Hyderabad,Hitech City,Social Media
1037,Customer 1037,2023-09-18,Male,Delhi,East Delhi,Social Media
1038,Customer 1038,2023-09-08,Male,Mumbai,Bandra,Social Media
1039,Customer 1039,2023-07-07,Female,Mumbai,Andheri,Paid Ads
1040,Customer 1040,2025-03-31,Female,Delhi,East Delhi,Social Media
1041,Customer 1041,2023-08-01,Male,Kolkata,Park Street,Referral
1042,Customer 1042,2023-11-03,Female,Bengaluru,Koramangala,Organic
1043,Customer 1043,2024-02-18,Female,Hyderabad,Madhapur,Referral
1044,Customer 1044,2024-07-11,Male,Kolkata,Gariahat,Paid Ads
1045,Customer 1045,2023-07-18,Male,Kolkata,Salt Lake,Paid Ads
1046,Customer 1046,2024-11-12,Female,Delhi,East Delhi,Social Media
1047,Customer 1047,2024-07-12,Female,Mumbai,Navi Mumbai,Organic
1048,Customer 1048,2024-02-05,Female,Delhi,Central Delhi,Organic
1049,Customer 1049,2025-03-28,Male,Kolkata,Gariahat,Referral
1050,Customer 1050,2024-06-23,Male,Hyderabad,Secunderabad,Paid Ads
1051,Customer 1051,2024-07-04,Female,Chennai,OMR,Paid Ads
1052,Customer 1052,2024-12-09,Female,Delhi,North Delhi,Referral
1053,Customer 1053,2023-08-12,Female,Hyderabad,Gachibowli,Paid Ads
1054,Customer 1054,2023-10-05,Male,Delhi,East Delhi,Referral
1055,Customer 1055,2023-12-16,Female,Chennai,T Nagar,Organic
1056,Customer 1056,2024-01-13,Female,Chennai,OMR,Referral
1057,Customer 1057,2025-01-20,Female,Bengaluru,Koramangala,Referral
1058,Customer 1058,2024-06-18,Male,Kolkata,Gariahat,Referral
1059,Customer 1059,2024-04-21,Female,Bengaluru,HSR Layout,Organic
1060,Customer 1060,2023-10-31,Female,Kolkata,Park Street,Social Media
1061,Customer 1061,2024-11-19,Male,Bengaluru,HSR Layout,Referral
1062,Customer 1062,2024-06-19,Female,Bengaluru,HSR Layout,Organic
1063,Customer 1063,2023-10-26,Female,Mumbai,Thane,Social Media
1064,Customer 1064,2024-09-12,Female,Kolkata,Howrah,Paid Ads
1065,Customer 1065,2023-06-10,Male,Kolkata,Gariahat,Organic
1066,Customer 1066,2024-09-12,Male,Pune,Viman Nagar,Organic
1067,Customer 1067,2023-08-23,Male,Bengaluru,Electronic City,Paid Ads
1068,Customer 1068,2024-06-04,Other,Mumbai,Navi Mumbai,Organic
1069,Customer 1069,2025-02-28,Male,Mumbai,Bandra,Social Media
1070,Customer 1070,2024-04-03,Male,Kolkata,Salt Lake,Social Media
1071,Customer 1071,2024-03-26,Male,Delhi,East Delhi,Organic
1072,Customer 1072,2023-07-13,Female,Bengaluru,Whitefield,Referral
1073,Customer 1073,2025-04-13,Male,Bengaluru,HSR Layout,Paid Ads
1074,Customer 1074,2024-11-23,Female,Chennai,Adyar,Organic
1075,Customer 1075,2024-04-23,Male,Mumbai,Powai,Paid Ads
1076,Customer 1076,2023-10-08,Male,Pune,Koregaon Park,Social Media
1077,Customer 1077,2023-06-28,Female,Kolkata,Howrah,Referral
1078,Customer 1078,2024-06-03,Male,Bengaluru,Whitefield,Referral
1079,Customer 1079,2024-10-11,Male,Chennai,Adyar,Referral
1080,Customer 1080,2023-11-30,Male,Delhi,East Delhi,Organic
1081,Customer 1081,2023-12-20,Male,Mumbai,Navi Mumbai,Social Media
1082,Customer 1082,2023-11-08,Female,Kolkata,Park Street,Social Media
1083,Customer 1083,2025-04-21,Male,Chennai,T Nagar,Referral
1084,Customer 1084,2023-06-28,Female,Chennai,OMR,Organic
1085,Customer 1085,2023-08-12,Male,Kolkata,Salt Lake,Paid Ads
1086,Customer 1086,2025-01-25,Male,Mumbai,Bandra,Organic
1087,Customer 1087,2025-05-31,Male,Mumbai,Powai,Referral
1088,Customer 1088,2025-05-13,Male,Chennai,Velachery,Paid Ads
1089,Customer 1089,2024-03-02,Female,Hyderabad,Secunderabad,Paid Ads
1090,Customer 1090,2025-02-12,Female,Bengaluru,Whitefield,Paid Ads
1091,Customer 1091,2024-10-04,Male,Bengaluru,Electronic City,Paid Ads
1092,Customer 1092,2023-10-08,Other,Pune,Kothrud,Organic
1093,Customer 1093,2024-09-24,Female,Pune,Hinjewadi,Referral
1094,Customer 1094,2024-12-30,Female,Bengaluru,Koramangala,Paid Ads
1095,Customer 1095,2024-06-23,Female,Delhi,West Delhi,Referral
1096,Customer 1096,2024-03-27,Male,Chennai,Velachery,Referral
1097,Customer 1097,2023-07-15,Female,Bengaluru,Indiranagar,Social Media
1098,Customer 1098,2023-08-13,Male,Mumbai,Navi Mumbai,Social Media
1099,Customer 1099,2023-07-29,Male,Delhi,Central Delhi,Paid Ads
1100,Customer 1100,2023-10-16,Male,Chennai,Velachery,Social Media
1101,Customer 1101,2024-04-15,Female,Chennai,Adyar,Paid Ads
1102,Customer 1102,2025-02-08,Male,Bengaluru,Indiranagar,Paid Ads
1103,Customer 1103,2024-05-19,Male,Hyderabad,Madhapur,Organic
1104,Customer 1104,2025-04-21,Female,Pune,Viman Nagar,Referral
1105,Customer 1105,2025-02-16,Female,Chennai,T Nagar,Paid Ads
1106,Customer 1106,2024-09-08,Female,Chennai,Velachery,Referral
1107,Customer 1107,2023-11-16,Female,Kolkata,Park Street,Social Media
1108,Customer 1108,2024-05-20,Male,Bengaluru,Koramangala,Paid Ads
1109,Customer 1109,2025-03-09,Female,Mumbai,Powai,Social Media
1110,Customer 1110,2023-09-11,Female,Chennai,Velachery,Organic
1111,Customer 1111,2023-07-24,Female,Mumbai,Powai,Social Media
1112,Customer 1112,2024-06-16,Male,Chennai,Velachery,Paid Ads
1113,Customer 1113,2025-03-12,Female,Kolkata,Gariahat,Referral
1114,Customer 1114,2024-09-06,Male,Bengaluru,Electronic City,Referral
1115,Customer 1115,2024-07-25,Female,Hyderabad,Hitech City,Paid Ads
1116,Customer 1116,2024-06-09,Male,Delhi,Central Delhi,Organic
1117,Customer 1117,2025-04-13,Male,Hyderabad,Gachibowli,Organic
1118,Customer 1118,2024-08-26,Female,Kolkata,Howrah,Referral
1119,Customer 1119,2024-08-11,Female,Hyderabad,Hitech City,Social Media
1120,Customer 1120,2024-03-20,Female,Mumbai,Bandra,Referral
1121,Customer 1121,2024-04-07,Female,Hyderabad,Madhapur,Social Media
1122,Customer 1122,2024-05-22,Female,Bengaluru,Whitefield,Organic
1123,Customer 1123,2023-09-06,Female,Hyderabad,Secunderabad,Social Media
1124,Customer 1124,2024-06-02,Female,Bengaluru,Koramangala,Organic
1125,Customer 1125,2024-03-07,Male,Hyderabad,Secunderabad,Social Media
1126,Customer 1126,2024-12-11,Female,Kolkata,Park Street,Social Media
1127,Customer 1127,2025-03-30,Male,Hyderabad,Hitech City,Social Media
1128,Customer 1128,2025-03-18,Female,Pune,Koregaon Park,Paid Ads
1129,Customer 1129,2025-02-03,Female,Hyderabad,Madhapur,Paid Ads
1130,Customer 1130,2023-07-23,Female,Hyderabad,Hitech City,Organic
1131,Customer 1131,2023-08-03,Male,Pune,Viman Nagar,Referral
1132,Customer 1132,2024-11-17,Male,Delhi,West Delhi,Social Media
1133,Customer 1133,2024-11-20,Female,Delhi,South Delhi,Social Media
1134,Customer 1134,2023-08-02,Female,Mumbai,Powai,Referral
1135,Customer 1135,2024-04-08,Male,Mumbai,Andheri,Paid Ads
1136,Customer 1136,2024-02-08,Female,Pune,Hinjewadi,Social Media
1137,Customer 1137,2024-05-02,Male,Delhi,South Delhi,Referral
1138,Customer 1138,2023-11-03,Female,Bengaluru,HSR Layout,Referral
1139,Customer 1139,2023-07-14,Male,Hyderabad,Gachibowli,Referral
1140,Customer 1140,2024-11-09,Female,Hyderabad,Secunderabad,Social Media
1141,Customer 1141,2025-05-01,Female,Mumbai,Thane,Organic
1142,Customer 1142,2024-03-24,Male,Mumbai,Bandra,Social Media
1143,Customer 1143,2024-05-21,Other,Mumbai,Andheri,Social Media
