order_id,customer_id,restaurant_id,order_datetime,order_status,payment_method,delivery_fee,platform_discount,restaurant_discount,gross_order_value,net_order_value,platform_commission_pct,platform_commission_amount
1908,2140,74,2025-08-11 13:46:32,Cancelled,UPI,25.0,18.31,20.39,279.62,240.92,21.87,52.69
1909,2876,105,2025-06-06 19:15:34,Cancelled,Card,35.0,19.5,24.68,345.43,301.25,27.85,83.9
1910,2979,183,2025-06-09 11:43:54,Delivered,Card,0.0,7.76,5.87,199.59,185.96,16.25,30.22
1911,600,56,2025-07-14 10:35:22,Cancelled,UPI,25.0,144.06,141.87,1139.27,853.34,27.13,231.51
1912,1387,111,2025-09-23 17:47:20,Delivered,Card,15.0,35.5,17.36,373.35,320.49,16.13,51.7
1913,1038,121,2025-06-12 16:26:12,Delivered,Card,25.0,62.55,31.28,494.19,400.36,22.85,91.48
1914,113,16,2025-08-27 20:06:42,Delivered,COD,35.0,88.55,77.99,551.25,384.71,23.86,91.79
1915,1824,81,2025-06-18 18:03:34,Cancelled,Card,35.0,59.68,47.17,345.35,238.5,17.42,41.55
1916,2354,102,2025-06-29 14:34:19,Delivered,Wallet,15.0,0.0,0.0,418.64,418.64,21.55,90.22
1917,1658,192,2025-09-25 22:38:58,Delivered,UPI,25.0,0.0,0.0,1148.78,1148.78,25.32,290.87
1918,1670,81,2025-06-06 15:17:31,Delivered,UPI,15.0,46.72,53.44,696.71,596.55,21.21,126.53
1919,621,75,2025-08-28 12:19:32,Delivered,COD,35.0,0.0,0.0,744.77,744.77,29.84,222.24
1920,860,61,2025-07-08 15:05:55,Delivered,UPI,15.0,27.58,21.59,208.16,158.99,15.39,24.47
1921,2789,117,2025-06-17 15:42:58,Cancelled,UPI,15.0,75.58,94.06,1091.33,921.69,20.56,189.5
1922,1326,148,2025-09-01 19:34:15,Delivered,UPI,25.0,0.0,0.0,1192.84,1192.84,29.32,349.74
1923,1963,43,2025-07-17 15:28:26,Delivered,Card,35.0,0.0,0.0,1125.57,1125.57,26.12,294.0
1924,630,18,2025-09-25 18:32:51,Delivered,UPI,25.0,75.92,42.13,824.88,706.83,27.86,196.92
1925,361,19,2025-08-05 13:40:51,Cancelled,UPI,35.0,5.09,6.56,151.52,139.87,16.71,23.37
1926,2649,155,2025-06-30 17:40:19,Cancelled,UPI,35.0,78.0,68.13,609.49,463.36,16.11,74.65
1927,1945,25,2025-06-17 21:58:50,Delivered,UPI,0.0,20.25,23.23,321.71,278.23,19.64,54.64
1928,1599,184,2025-07-02 20:03:40,Cancelled,UPI,35.0,0.0,0.0,508.24,508.24,18.28,92.91
1929,1729,17,2025-08-29 12:21:38,Delivered,UPI,15.0,10.53,14.76,450.32,425.03,15.92,67.66
1930,512,9,2025-09-05 19:56:42,Delivered,UPI,15.0,40.06,23.23,786.16,722.87,24.61,177.9
1931,653,133,2025-07-10 12:17:32,Delivered,Card,0.0,39.24,41.8,837.62,756.58,28.12,212.75
1932,49,111,2025-06-02 15:28:25,Delivered,UPI,25.0,51.09,26.45,496.57,419.03,19.86,83.22
1933,1143,147,2025-09-08 18:18:01,Delivered,UPI,15.0,49.99,47.42,485.28,387.87,22.6,87.66
1934,1606,156,2025-06-18 20:48:58,Delivered,UPI,0.0,9.51,12.8,172.22,149.91,23.92,35.86
1935,2286,148,2025-09-11 11:12:43,Delivered,Card,25.0,69.28,89.51,1097.85,939.06,21.22,199.27
1936,1614,189,2025-07-27 12:23:18,Delivered,UPI,25.0,18.61,25.58,179.59,135.4,16.89,22.87
1937,2276,62,2025-07-31 20:14:24,Delivered,COD,35.0,222.22,94.68,1116.53,799.63,26.15,209.1
1938,661,142,2025-07-04 14:22:20,Delivered,UPI,15.0,133.25,137.45,946.28,675.58,22.12,149.44
1939,1538,29,2025-07-31 13:06:15,Delivered,COD,35.0,104.32,76.29,889.29,708.68,29.2,206.93
1940,2100,128,2025-09-23 16:45:35,Delivered,UPI,25.0,28.66,14.97,239.0,195.37,25.09,49.02
1941,2331,124,2025-06-29 16:19:05,Delivered,Card,35.0,0.0,0.0,859.44,859.44,28.24,242.71
1942,894,68,2025-07-01 19:37:32,Delivered,UPI,25.0,19.12,7.21,324.85,298.52,22.23,66.36
1943,909,62,2025-08-25 14:51:00,Delivered,UPI,0.0,0.0,0.0,984.81,984.81,25.29,249.06
1944,2467,80,2025-08-18 17:19:27,Delivered,COD,35.0,0.0,0.0,591.08,591.08,18.89,111.66
1945,1582,114,2025-09-11 19:39:02,Delivered,UPI,25.0,37.41,25.01,203.53,141.11,29.64,41.83
1946,1355,188,2025-09-15 12:26:54,Delivered,Wallet,0.0,0.0,0.0,167.18,167.18,27.04,45.21
1947,678,95,2025-06-24 19:50:11,Delivered,UPI,25.0,18.04,20.84,502.37,463.49,21.43,99.33
1948,1490,123,2025-07-15 23:23:45,Delivered,COD,25.0,18.28,4.65,202.63,179.7,16.66,29.94
1949,1997,45,2025-06-03 10:18:36,Delivered,UPI,35.0,88.36,87.29,812.77,637.12,29.44,187.57
1950,675,146,2025-08-06 16:53:25,Delivered,COD,15.0,0.0,0.0,198.38,198.38,24.16,47.93
1951,785,149,2025-08-06 21:27:24,Delivered,COD,15.0,0.0,0.0,734.65,734.65,19.07,140.1
1952,2159,122,2025-06-26 17:53:12,Delivered,UPI,25.0,0.0,0.0,1007.36,1007.36,28.77,289.82
1953,2230,181,2025-07-15 15:39:13,Delivered,Card,35.0,101.52,60.53,876.52,714.47,24.55,175.4
1954,219,167,2025-08-20 18:50:37,Delivered,Card,0.0,0.0,0.0,541.02,541.02,25.11,135.85
1955,2522,53,2025-06-16 10:23:04,Delivered,UPI,25.0,188.08,125.85,1013.62,699.69,27.98,195.77
1956,280,199,2025-08-10 15:54:13,Delivered,UPI,15.0,0.0,0.0,998.03,998.03,24.55,245.02
1957,1004,104,2025-09-13 21:29:19,Delivered,Card,0.0,0.0,0.0,1080.16,1080.16,26.19,282.89
1958,994,170,2025-09-06 22:28:34,Delivered,Card,35.0,0.0,0.0,1120.03,1120.03,22.42,251.11
1959,1501,185,2025-08-05 16:21:45,Delivered,UPI,35.0,73.65,51.5,940.63,815.48,24.39,198.9
1960,2616,10,2025-07-24 10:43:09,Cancelled,COD,0.0,58.85,20.56,364.1,284.69,29.15,82.99
1961,558,95,2025-08-10 21:33:17,Cancelled,COD,35.0,55.9,72.94,416.53,287.69,26.49,76.21
1962,1305,74,2025-07-09 21:27:11,Cancelled,COD,25.0,90.42,110.63,627.72,426.67,27.53,117.46
1963,193,163,2025-07-23 20:45:03,Cancelled,Card,15.0,184.03,70.68,739.79,485.08,17.83,86.49
1964,159,86,2025-07-16 13:01:04,Delivered,Card,35.0,0.0,0.0,912.85,912.85,16.24,148.25
1965,1589,107,2025-07-25 15:38:56,Delivered,UPI,35.0,173.22,75.2,1186.17,937.75,15.48,145.16
1966,1129,186,2025-08-04 22:51:14,Returned,Card,0.0,24.0,34.15,455.98,397.83,27.35,108.81
1967,990,15,2025-06-30 23:23:23,Delivered,UPI,35.0,0.0,0.0,349.52,349.52,29.44,102.9
1968,231,67,2025-09-01 15:24:26,Delivered,UPI,25.0,14.55,5.24,226.29,206.5,16.44,33.95
1969,2435,146,2025-08-19 14:00:52,Delivered,COD,35.0,98.16,97.24,574.94,379.54,18.69,70.94
1970,2194,147,2025-06-19 12:05:47,Delivered,UPI,15.0,0.0,0.0,1181.75,1181.75,25.67,303.36
1971,541,176,2025-06-19 12:46:24,Delivered,Card,35.0,62.22,33.05,751.59,656.32,20.15,132.25
1972,1435,75,2025-07-25 16:14:51,Delivered,UPI,35.0,0.0,0.0,909.76,909.76,28.96,263.47
1973,1778,124,2025-07-22 14:51:50,Cancelled,COD,15.0,28.57,32.29,763.89,703.03,22.76,160.01
1974,2860,158,2025-06-23 13:18:29,Delivered,UPI,35.0,0.0,0.0,968.99,968.99,19.44,188.37
1975,1545,145,2025-06-27 14:21:07,Delivered,UPI,35.0,0.0,0.0,265.27,265.27,20.31,53.88
1976,1433,42,2025-09-19 22:55:14,Cancelled,UPI,0.0,0.0,0.0,235.16,235.16,26.72,62.83
1977,1192,87,2025-07-08 12:51:15,Delivered,UPI,0.0,150.08,73.45,1033.0,809.47,18.22,147.49
1978,670,152,2025-06-05 14:36:54,Delivered,Card,15.0,7.86,9.44,178.3,161.0,18.28,29.43
1979,868,155,2025-08-13 19:56:10,Delivered,UPI,35.0,200.0,81.02,944.95,663.93,16.37,108.69
1980,1479,142,2025-06-30 17:11:27,Returned,UPI,35.0,0.0,0.0,360.08,360.08,23.04,82.96
1981,1254,160,2025-08-11 18:46:19,Cancelled,UPI,15.0,0.0,0.0,495.97,495.97,18.29,90.71
1982,1544,123,2025-09-05 14:00:30,Delivered,UPI,25.0,0.0,0.0,835.74,835.74,15.85,132.46
1983,2624,136,2025-06-03 19:31:51,Cancelled,Card,25.0,169.14,44.71,1176.29,962.44,21.24,204.42
1984,2399,83,2025-09-20 19:49:28,Delivered,COD,35.0,47.37,60.34,711.63,603.92,27.07,163.48
1985,1729,167,2025-09-06 20:23:27,Delivered,UPI,0.0,55.55,68.22,828.03,704.26,20.98,147.75
1986,210,35,2025-08-09 20:22:45,Delivered,UPI,35.0,19.07,18.16,721.47,684.24,17.05,116.66
1987,1535,178,2025-08-08 16:18:04,Delivered,UPI,25.0,18.82,20.02,210.41,171.57,27.2,46.67
1988,2422,12,2025-09-11 20:53:44,Delivered,Card,35.0,257.19,106.06,1114.66,751.41,20.1,151.03
1989,1476,3,2025-08-11 18:43:04,Delivered,Card,25.0,92.51,126.35,828.5,609.64,23.86,145.46
1990,1995,81,2025-07-01 11:18:49,Cancelled,UPI,15.0,55.13,43.65,433.66,334.88,20.99,70.29
1991,2399,17,2025-08-26 20:14:29,Delivered,COD,35.0,0.0,0.0,214.08,214.08,28.18,60.33
1992,2296,92,2025-08-18 22:18:39,Delivered,COD,15.0,30.7,39.96,455.54,384.88,29.77,114.58
1993,1447,184,2025-07-24 15:45:53,Delivered,UPI,0.0,64.77,19.77,474.04,389.5,26.09,101.62
1994,1725,49,2025-09-15 22:59:11,Cancelled,UPI,0.0,0.0,0.0,825.09,825.09,20.69,170.71
1995,1572,130,2025-08-26 22:35:13,Delivered,COD,15.0,189.37,55.24,833.83,589.22,21.71,127.92
1996,1228,96,2025-06-26 16:31:32,Cancelled,UPI,15.0,0.0,0.0,880.15,880.15,19.13,168.37
1997,703,7,2025-07-28 15:49:33,Delivered,UPI,35.0,0.0,0.0,673.68,673.68,26.55,178.86
1998,958,12,2025-07-10 16:13:33,Delivered,UPI,35.0,80.11,33.34,511.6,398.15,23.49,93.53
1999,1050,187,2025-09-22 15:04:51,Cancelled,UPI,25.0,168.88,160.91,1080.01,750.22,19.84,148.84
2000,520,178,2025-07-17 16:45:15,Cancelled,Card,25.0,6.55,3.23,156.34,146.56,16.68,24.45
2001,2573,174,2025-08-15 16:52:39,Delivered,UPI,25.0,0.0,0.0,956.73,956.73,23.72,226.94
2002,964,200,2025-08-09 18:26:46,Delivered,UPI,25.0,42.13,36.34,1001.35,922.88,22.21,204.97
2003,701,172,2025-09-23 14:26:11,Delivered,UPI,15.0,113.02,56.64,1015.7,846.04,19.21,162.52
2004,962,56,2025-08-24 18:30:57,Delivered,COD,35.0,0.0,0.0,461.13,461.13,21.17,97.62
2005,2458,198,2025-08-19 10:08:20,Delivered,Card,0.0,53.77,24.86,666.31,587.68,16.82,98.85
2006,1723,138,2025-09-06 18:03:51,Delivered,UPI,0.0,71.92,61.86,408.5,274.72,29.96,82.31
2007,2845,108,2025-06-30 16:37:27,Delivered,UPI,25.0,185.7,67.9,892.33,638.73,20.09,128.32
2008,2741,191,2025-09-22 18:24:40,Delivered,UPI,15.0,45.14,15.82,206.65,145.69,17.39,25.34
2009,2108,145,2025-09-14 21:08:51,Cancelled,Card,25.0,51.74,28.26,1022.9,942.9,28.97,273.16
2010,804,128,2025-07-26 18:06:19,Delivered,Card,35.0,40.75,57.84,1144.74,1046.15,29.24,305.89
2011,1271,24,2025-06-04 20:04:42,Delivered,UPI,25.0,0.0,0.0,1018.22,1018.22,28.25,287.65
2012,2480,158,2025-09-15 16:37:30,Delivered,Card,25.0,0.0,0.0,323.79,323.79,26.32,85.22
2013,575,73,2025-07-28 20:52:47,Delivered,COD,25.0,41.05,39.09,717.63,637.49,23.47,149.62
2014,1851,64,2025-09-13 22:29:25,Delivered,UPI,25.0,80.79,50.43,887.33,756.11,22.7,171.64
2015,411,124,2025-09-03 20:13:50,Delivered,UPI,25.0,125.24,66.51,606.07,414.32,15.7,65.05
2016,231,157,2025-09-21 12:56:38,Delivered,COD,25.0,0.0,0.0,1054.24,1054.24,16.45,173.42
2017,1289,15,2025-08-23 19:01:02,Delivered,UPI,35.0,38.06,38.97,432.91,355.88,29.6,105.34
2018,1957,55,2025-07-02 23:00:26,Delivered,UPI,25.0,0.0,0.0,179.86,179.86,26.2,47.12
2019,1395,175,2025-06-21 20:31:39,Delivered,Card,0.0,0.0,0.0,1119.88,1119.88,29.38,329.02
2020,530,139,2025-06-27 20:37:00,Delivered,COD,25.0,88.34,111.61,605.62,405.67,15.52,62.96
2021,517,97,2025-06-15 18:04:19,Delivered,Card,0.0,25.95,18.73,266.48,221.8,18.34,40.68
2022,2190,196,2025-06-08 12:45:28,Delivered,UPI,25.0,55.06,76.32,524.97,393.59,24.66,97.06
2023,1472,68,2025-08-21 21:49:20,Delivered,UPI,15.0,146.9,114.42,774.85,513.53,18.45,94.75
2024,1550,180,2025-09-18 10:33:45,Cancelled,Card,25.0,81.64,36.62,1074.81,956.55,20.82,199.15
2025,2935,8,2025-09-16 10:40:39,Cancelled,UPI,35.0,70.64,36.76,706.85,599.45,24.61,147.52
2026,2989,4,2025-07-20 17:47:54,Delivered,Card,15.0,0.0,0.0,1169.8,1169.8,24.52,286.83
2027,2747,86,2025-09-15 15:51:02,Delivered,Card,0.0,0.0,0.0,1107.42,1107.42,27.84,308.31
2028,1431,200,2025-06-07 11:09:25,Returned,Card,35.0,0.0,0.0,677.65,677.65,28.98,196.38
2029,865,9,2025-06-29 11:17:53,Cancelled,UPI,0.0,160.41,66.24,690.33,463.68,24.8,114.99
2030,2228,15,2025-08-29 17:18:19,Returned,UPI,0.0,0.0,0.0,637.59,637.59,26.01,165.84
2031,569,149,2025-06-05 20:42:08,Delivered,Card,35.0,222.48,89.47,1066.35,754.4,20.45,154.27
2032,2025,68,2025-08-17 23:06:11,Delivered,COD,35.0,148.95,92.9,1125.39,883.54,26.45,233.7
2033,2229,34,2025-09-30 21:04:09,Delivered,UPI,35.0,199.08,74.35,1058.4,784.97,24.97,196.01
2034,101,23,2025-09-15 16:34:40,Delivered,UPI,35.0,51.55,15.62,381.66,314.49,17.6,55.35
2035,916,33,2025-08-25 17:55:46,Cancelled,UPI,25.0,69.24,37.38,765.45,658.83,16.49,108.64
2036,550,165,2025-08-31 20:13:10,Delivered,UPI,15.0,202.68,71.63,1177.56,903.25,18.27,165.02
2037,96,10,2025-09-26 20:15:38,Delivered,UPI,25.0,12.92,17.56,263.98,233.5,24.96,58.28
2038,455,74,2025-09-16 20:07:53,Delivered,UPI,15.0,124.78,34.33,688.8,529.69,29.35,155.46
2039,2669,112,2025-07-14 20:28:16,Delivered,Card,15.0,71.39,23.11,855.64,761.14,28.2,214.64
2040,363,40,2025-08-07 15:55:19,Cancelled,Card,35.0,0.0,0.0,758.22,758.22,24.86,188.49
2041,32,43,2025-08-02 13:33:48,Delivered,UPI,25.0,140.97,153.85,842.6,547.78,29.51,161.65
2042,1188,16,2025-07-11 14:27:09,Delivered,UPI,15.0,22.29,11.29,250.55,216.97,27.73,60.17
2043,2712,5,2025-07-02 23:16:10,Delivered,UPI,35.0,16.03,8.76,328.64,303.85,16.17,49.13
2044,2230,102,2025-08-09 23:29:54,Delivered,UPI,25.0,26.59,20.28,841.64,794.77,28.19,224.05
2045,1919,77,2025-09-07 12:51:18,Delivered,UPI,15.0,0.0,0.0,374.09,374.09,27.61,103.29
2046,1433,157,2025-06-22 23:18:08,Cancelled,UPI,15.0,0.0,0.0,424.91,424.91,17.76,75.46
2047,1160,88,2025-07-16 11:30:22,Delivered,COD,0.0,0.0,0.0,793.31,793.31,20.54,162.95
2048,912,3,2025-06-30 11:58:05,Delivered,UPI,0.0,153.23,110.8,930.05,666.02,25.92,172.63
2049,2282,157,2025-09-03 17:06:33,Delivered,UPI,15.0,145.78,59.07,855.66,650.81,25.5,165.96
2050,1875,196,2025-07-04 18:54:21,Delivered,UPI,25.0,39.96,11.21,1018.14,966.97,19.97,193.1
2051,2296,101,2025-08-26 10:00:19,Delivered,Card,0.0,0.0,0.0,718.99,718.99,17.73,127.48
2052,419,87,2025-06-03 14:54:44,Delivered,Card,35.0,132.15,157.99,979.04,688.9,19.63,135.23
2053,2945,39,2025-07-22 21:39:39,Delivered,UPI,35.0,27.4,6.96,414.88,380.52,26.48,100.76
2054,1783,158,2025-07-24 11:57:43,Delivered,Card,15.0,189.04,79.14,1174.0,905.82,23.72,214.86
2055,327,132,2025-09-09 12:52:27,Delivered,Card,0.0,31.77,30.26,232.71,170.68,23.82,40.66
2056,847,67,2025-08-08 15:39:35,Delivered,COD,0.0,0.0,0.0,182.56,182.56,28.45,51.94
2057,2797,169,2025-09-28 21:41:30,Delivered,UPI,15.0,64.16,25.91,319.9,229.83,28.52,65.55
2058,1919,183,2025-07-13 22:09:31,Cancelled,COD,15.0,10.19,13.15,273.53,250.19,19.48,48.74
2059,642,154,2025-08-17 23:43:30,Delivered,UPI,15.0,62.72,28.46,460.29,369.11,18.59,68.62
2060,847,101,2025-09-13 14:06:17,Delivered,COD,15.0,92.43,34.1,559.15,432.62,27.38,118.45
2061,2470,14,2025-09-25 23:11:04,Delivered,UPI,15.0,0.0,0.0,396.68,396.68,28.33,112.38
2062,1815,68,2025-06-20 10:51:05,Delivered,UPI,15.0,0.0,0.0,636.12,636.12,29.28,186.26
2063,82,94,2025-08-04 16:28:40,Delivered,UPI,25.0,0.0,0.0,388.99,388.99,21.71,84.45
2064,68,34,2025-06-01 16:05:15,Delivered,UPI,25.0,0.0,0.0,1056.03,1056.03,22.07,233.07
2065,2865,7,2025-07-07 12:24:52,Delivered,Card,15.0,0.0,0.0,266.63,266.63,23.38,62.34
2066,463,48,2025-07-21 10:54:11,Cancelled,UPI,35.0,32.67,12.65,221.07,175.75,27.82,48.89
2067,2235,194,2025-06-19 21:34:39,Delivered,Card,0.0,0.0,0.0,922.39,922.39,18.5,170.64
2068,729,29,2025-08-04 17:17:03,Delivered,UPI,0.0,0.0,0.0,1031.98,1031.98,16.16,166.77
2069,1455,168,2025-07-01 14:16:56,Delivered,Card,15.0,65.25,43.37,370.37,261.75,15.47,40.49
2070,2891,181,2025-06-17 18:56:02,Cancelled,Card,35.0,153.04,89.09,1016.62,774.49,17.99,139.33
2071,561,4,2025-06-18 13:52:34,Delivered,Card,0.0,0.0,0.0,891.73,891.73,22.85,203.76
2072,310,87,2025-06-30 20:55:14,Cancelled,Card,35.0,234.48,102.03,1168.37,831.86,25.72,213.95
2073,644,152,2025-09-14 12:10:28,Delivered,UPI,0.0,0.0,0.0,486.23,486.23,28.01,136.19
2074,1571,12,2025-07-17 19:54:55,Delivered,COD,25.0,32.15,10.1,471.03,428.78,19.12,81.98
2075,2234,88,2025-07-23 14:36:03,Delivered,Card,0.0,0.0,0.0,814.44,814.44,25.55,208.09
2076,1384,3,2025-06-23 22:40:29,Delivered,COD,0.0,0.0,0.0,1161.69,1161.69,27.2,315.98
2077,456,112,2025-09-14 11:15:26,Cancelled,UPI,25.0,0.0,0.0,558.92,558.92,28.6,159.85
2078,921,88,2025-06-26 19:16:26,Returned,UPI,25.0,64.87,29.14,374.1,280.09,21.8,61.06
2079,1189,72,2025-08-18 15:27:35,Delivered,UPI,25.0,0.0,0.0,188.74,188.74,26.23,49.51
2080,1269,24,2025-07-15 22:18:52,Delivered,UPI,15.0,0.0,0.0,636.57,636.57,21.57,137.31
2081,2974,87,2025-08-30 14:58:25,Delivered,Card,25.0,0.0,0.0,738.57,738.57,28.87,213.23
2082,2201,32,2025-06-17 12:44:48,Delivered,UPI,25.0,52.81,76.01,416.66,287.84,19.21,55.29
2083,1379,21,2025-06-06 16:28:52,Delivered,UPI,15.0,0.0,0.0,420.58,420.58,26.13,109.9
2084,971,71,2025-06-30 20:44:58,Delivered,UPI,25.0,0.0,0.0,476.71,476.71,18.28,87.14
2085,1506,185,2025-08-26 11:52:19,Delivered,Card,25.0,0.0,0.0,681.98,681.98,27.17,185.29
2086,299,10,2025-06-08 17:18:00,Delivered,COD,35.0,0.0,0.0,574.7,574.7,25.99,149.36
2087,1628,156,2025-06-16 18:53:50,Delivered,UPI,15.0,147.27,67.26,666.14,451.61,29.04,131.15
2088,2896,88,2025-06-13 10:37:13,Delivered,UPI,15.0,49.45,49.72,411.78,312.61,20.65,64.55
2089,1826,194,2025-08-02 22:16:41,Delivered,Card,0.0,0.0,0.0,816.42,816.42,22.65,184.92
2090,2990,23,2025-07-06 23:19:55,Delivered,UPI,0.0,36.95,36.04,991.03,918.04,29.58,271.56
2091,2938,48,2025-08-24 21:14:29,Delivered,Card,0.0,0.0,0.0,983.27,983.27,22.86,224.78
2092,2714,128,2025-08-09 21:05:12,Delivered,UPI,35.0,55.07,71.76,780.98,654.15,27.39,179.17
2093,269,78,2025-09-25 10:29:47,Delivered,UPI,0.0,135.08,97.6,717.01,484.33,19.86,96.19
2094,2343,186,2025-06-27 17:58:30,Delivered,UPI,35.0,57.84,23.06,784.07,703.17,21.11,148.44
2095,1791,170,2025-09-27 12:25:13,Delivered,UPI,15.0,73.8,30.17,1067.84,963.87,15.34,147.86
2096,2648,166,2025-09-18 20:28:44,Cancelled,Card,15.0,82.44,86.99,498.78,329.35,17.11,56.35
2097,649,195,2025-08-13 20:01:07,Delivered,Card,25.0,0.0,0.0,1050.38,1050.38,15.92,167.22
2098,1580,188,2025-09-05 12:01:34,Delivered,UPI,0.0,112.64,113.44,1136.77,910.69,27.59,251.26
2099,574,153,2025-06-07 15:06:54,Delivered,Wallet,0.0,34.65,49.28,295.39,211.46,25.07,53.01
2100,989,135,2025-07-08 15:52:10,Delivered,Card,15.0,38.43,43.69,605.47,523.35,26.22,137.22
2101,2953,15,2025-06-19 19:15:24,Delivered,COD,25.0,0.0,0.0,857.73,857.73,25.24,216.49
2102,2957,122,2025-06-27 11:36:29,Delivered,UPI,0.0,0.0,0.0,576.21,576.21,21.93,126.36
2103,2691,1,2025-06-09 18:59:11,Delivered,UPI,15.0,0.0,0.0,173.51,173.51,16.2,28.11
2104,1302,144,2025-08-22 20:52:10,Delivered,UPI,15.0,96.75,24.98,410.46,288.73,16.63,48.02
2105,813,47,2025-07-04 15:12:43,Delivered,UPI,15.0,0.0,0.0,837.63,837.63,27.3,228.67
2106,1038,181,2025-08-05 10:15:03,Delivered,UPI,25.0,0.0,0.0,272.54,272.54,18.39,50.12
2107,354,84,2025-07-13 11:03:58,Cancelled,UPI,0.0,128.43,48.35,883.8,707.02,18.58,131.36
2108,2989,14,2025-09-03 15:59:47,Cancelled,UPI,0.0,0.0,0.0,301.18,301.18,29.55,89.0
2109,909,182,2025-06-14 15:15:40,Delivered,UPI,35.0,0.0,0.0,470.9,470.9,20.04,94.37
2110,2314,187,2025-07-05 17:14:10,Delivered,Card,0.0,0.0,0.0,322.92,322.92,26.23,84.7
2111,2118,46,2025-09-29 18:10:32,Delivered,COD,0.0,76.55,61.88,467.9,329.47,29.12,95.94
2112,1417,37,2025-06-05 11:21:45,Delivered,UPI,0.0,28.41,37.67,574.71,508.63,16.81,85.5
2113,2239,63,2025-08-28 23:20:53,Returned,Card,0.0,0.0,0.0,1044.19,1044.19,25.33,264.49
2114,981,103,2025-09-06 10:31:19,Delivered,COD,0.0,0.0,0.0,1028.6,1028.6,28.31,291.2
2115,1218,170,2025-08-15 22:10:52,Delivered,COD,35.0,0.0,0.0,587.21,587.21,17.64,103.58
2116,19,12,2025-06-25 22:16:11,Cancelled,Card,0.0,161.37,154.97,1153.14,836.8,26.75,223.84
2117,1807,50,2025-06-20 12:14:58,Delivered,Card,0.0,45.83,41.44,1030.33,943.06,16.34,154.1
2118,1840,26,2025-06-22 22:44:35,Delivered,UPI,0.0,89.33,121.55,832.62,621.74,16.11,100.16
2119,2514,57,2025-08-28 19:40:15,Returned,COD,35.0,0.0,0.0,781.21,781.21,24.02,187.65
2120,359,66,2025-07-23 18:04:39,Cancelled,COD,35.0,0.0,0.0,796.44,796.44,17.53,139.62
2121,2146,161,2025-06-22 14:42:14,Delivered,COD,0.0,46.79,21.4,484.24,416.05,27.31,113.62
2122,2417,77,2025-06-02 11:30:10,Delivered,COD,35.0,0.0,0.0,1170.39,1170.39,15.08,176.49
2123,2959,5,2025-06-19 19:08:56,Delivered,COD,15.0,26.06,14.01,266.72,226.65,19.35,43.86
2124,1541,161,2025-08-22 16:18:16,Delivered,UPI,35.0,0.0,0.0,702.15,702.15,18.96,133.13
2125,1307,76,2025-07-16 21:51:00,Delivered,UPI,25.0,10.9,8.07,303.61,284.64,15.19,43.24
2126,163,37,2025-07-20 18:29:16,Delivered,UPI,25.0,0.0,0.0,778.61,778.61,28.85,224.63
2127,2359,65,2025-07-02 10:59:47,Cancelled,UPI,35.0,89.57,94.65,582.01,397.79,26.52,105.49
2128,142,141,2025-06-18 13:49:21,Delivered,UPI,0.0,0.0,0.0,373.31,373.31,25.45,95.01
2129,499,20,2025-08-22 15:28:44,Delivered,UPI,35.0,0.0,0.0,904.16,904.16,18.24,164.92
2130,599,123,2025-08-02 10:50:36,Delivered,Card,0.0,0.0,0.0,485.48,485.48,18.53,89.96
2131,2137,78,2025-07-10 18:54:41,Delivered,COD,0.0,0.0,0.0,678.98,678.98,15.55,105.58
2132,2551,23,2025-06-20 17:52:01,Delivered,Card,0.0,153.25,98.24,803.43,551.94,22.99,126.89
2133,1366,141,2025-07-18 17:11:16,Returned,UPI,35.0,160.06,63.63,709.1,485.41,18.84,91.45
2134,906,156,2025-09-01 13:10:20,Delivered,COD,25.0,0.0,0.0,1057.49,1057.49,28.54,301.81
2135,2027,199,2025-09-29 23:59:47,Delivered,UPI,25.0,0.0,0.0,398.63,398.63,18.37,73.23
2136,1891,51,2025-09-07 18:25:29,Delivered,UPI,35.0,0.0,0.0,250.8,250.8,23.55,59.06
2137,1347,117,2025-08-02 19:51:04,Delivered,COD,35.0,68.27,56.21,475.03,350.55,24.78,86.87
2138,1497,80,2025-06-17 21:38:42,Delivered,UPI,25.0,0.0,0.0,588.89,588.89,26.93,158.59
2139,1345,120,2025-08-18 23:23:51,Delivered,Card,25.0,82.51,30.08,920.51,807.92,24.87,200.93
2140,1535,100,2025-08-20 10:03:52,Delivered,UPI,0.0,42.5,57.05,1024.57,925.02,16.08,148.74
2141,1398,47,2025-07-19 11:02:17,Delivered,UPI,25.0,0.0,0.0,354.71,354.71,25.22,89.46
2142,1159,111,2025-08-13 21:43:50,Delivered,COD,25.0,30.65,30.87,358.22,296.7,25.24,74.89
2143,1064,169,2025-08-09 17:17:09,Delivered,Card,25.0,0.0,0.0,442.07,442.07,21.27,94.03
2144,2691,21,2025-09-29 16:31:49,Delivered,Card,25.0,26.43,38.06,1095.65,1031.16,25.86,266.66
2145,1449,199,2025-07-31 22:43:43,Delivered,UPI,15.0,27.47,14.97,395.85,353.41,29.59,104.57
2146,2413,173,2025-06-24 12:14:02,Delivered,UPI,15.0,0.0,0.0,828.92,828.92,29.32,243.04
2147,1894,143,2025-09-18 13:05:53,Delivered,UPI,0.0,36.04,28.14,271.91,207.73,26.38,54.8
2148,2106,177,2025-08-18 22:54:25,Delivered,UPI,25.0,52.85,50.24,722.18,619.09,26.7,165.3
