order_item_id,order_id,menu_item_name,item_category,quantity,price_per_unit,line_total
1117,313,Main Course Item 15,Main Course,1,54.95,54.95
1118,314,Starter Item 26,Starter,1,56.86,56.86
1119,314,Starter Item 17,Starter,3,17.81,53.43
1120,314,Starter Item 47,Starter,3,18.02,54.05
1121,314,Beverage Item 33,Beverage,1,50.64,50.64
1122,314,Starter Item 11,Starter,3,19.1,57.29
1123,315,Main Course Item 2,Main Course,2,81.05,162.09
1124,315,Starter Item 4,Starter,2,90.4,180.8
1125,315,Starter Item 9,Starter,3,162.74,488.23
1126,316,Beverage Item 5,Beverage,1,145.24,145.24
1127,316,Starter Item 34,Starter,2,339.6,679.2
1128,317,Main Course Item 34,Main Course,2,564.27,1128.54
1129,318,Beverage Item 38,Beverage,3,106.56,319.68
1130,319,Dessert Item 26,Dessert,3,70.91,212.72
1131,319,Main Course Item 49,Main Course,2,52.03,104.06
1132,319,Main Course Item 38,Main Course,2,70.19,140.39
1133,320,Main Course Item 30,Main Course,2,32.95,65.9
1134,320,Dessert Item 1,Dessert,3,17.58,52.74
1135,320,Main Course Item 20,Main Course,1,50.95,50.95
1136,320,Main Course Item 27,Main Course,2,25.13,50.26
1137,320,Beverage Item 42,Beverage,2,25.21,50.41
1138,321,Dessert Item 37,Dessert,3,108.43,325.28
1139,321,Starter Item 33,Starter,2,118.04,236.08
1140,322,Dessert Item 44,Dessert,2,283.55,567.09
1141,323,Starter Item 39,Starter,3,75.57,226.71
1142,323,Main Course Item 8,Main Course,2,55.14,110.28
1143,323,Starter Item 3,Starter,3,17.59,52.78
1144,324,Starter Item 22,Starter,3,16.96,50.89
1145,324,Starter Item 15,Starter,1,67.51,67.51
1146,324,Beverage Item 11,Beverage,1,63.62,63.62
1147,325,Starter Item 48,Starter,3,59.66,178.97
1148,325,Starter Item 1,Starter,3,108.63,325.9
1149,326,Main Course Item 30,Main Course,2,12.29,24.58
1150,326,Dessert Item 42,Dessert,1,50.0,50.0
1151,326,Dessert Item 43,Dessert,2,25.0,50.0
1152,326,Main Course Item 34,Main Course,2,25.0,50.0
1153,326,Starter Item 46,Starter,3,16.67,50.0
1154,327,Starter Item 46,Starter,2,15.49,30.97
1155,327,Beverage Item 49,Beverage,2,25.0,50.0
1156,327,Dessert Item 9,Dessert,1,50.0,50.0
1157,327,Main Course Item 42,Main Course,1,50.0,50.0
1158,327,Beverage Item 11,Beverage,3,16.67,50.0
1159,327,Starter Item 31,Starter,2,25.0,50.0
1160,328,Beverage Item 2,Beverage,3,102.17,306.5
1161,328,Starter Item 38,Starter,2,31.55,63.1
1162,328,Beverage Item 33,Beverage,3,33.94,101.81
1163,328,Starter Item 38,Starter,1,72.88,72.88
1164,328,Beverage Item 26,Beverage,1,89.81,89.81
1165,329,Starter Item 5,Starter,3,102.71,308.12
1166,329,Main Course Item 44,Main Course,2,93.72,187.43
1167,329,Beverage Item 1,Beverage,3,23.2,69.59
1168,329,Beverage Item 40,Beverage,1,50.9,50.9
1169,329,Dessert Item 10,Dessert,3,27.72,83.16
1170,329,Beverage Item 6,Beverage,2,32.52,65.04
1171,330,Main Course Item 17,Main Course,3,114.54,343.61
1172,330,Main Course Item 5,Main Course,2,83.34,166.68
1173,330,Dessert Item 5,Dessert,2,29.95,59.91
1174,330,Starter Item 3,Starter,2,179.28,358.56
1175,330,Main Course Item 47,Main Course,2,28.47,56.95
1176,331,Starter Item 19,Starter,1,302.7,302.7
1177,331,Starter Item 44,Starter,2,84.35,168.69
1178,331,Dessert Item 41,Dessert,2,25.75,51.49
1179,332,Dessert Item 28,Dessert,3,38.97,116.91
1180,332,Beverage Item 3,Beverage,2,26.08,52.17
1181,332,Starter Item 39,Starter,1,201.9,201.9
1182,333,Main Course Item 8,Main Course,1,127.0,127.0
1183,333,Dessert Item 13,Dessert,1,141.79,141.79
1184,333,Starter Item 11,Starter,1,71.57,71.57
1185,333,Main Course Item 45,Main Course,2,25.12,50.23
1186,333,Starter Item 2,Starter,1,53.29,53.29
1187,333,Starter Item 7,Starter,3,24.02,72.05
1188,334,Main Course Item 20,Main Course,3,86.78,260.35
1189,334,Main Course Item 9,Main Course,2,137.52,275.03
1190,334,Dessert Item 19,Dessert,1,205.9,205.9
1191,335,Starter Item 34,Starter,3,123.11,369.34
1192,335,Main Course Item 25,Main Course,1,273.21,273.21
1193,335,Starter Item 19,Starter,1,375.62,375.62
1194,335,Dessert Item 21,Dessert,3,55.1,165.29
1195,336,Main Course Item 48,Main Course,2,30.53,61.05
1196,336,Main Course Item 11,Main Course,2,124.82,249.64
1197,337,Starter Item 5,Starter,3,109.92,329.77
1198,337,Main Course Item 30,Main Course,1,62.33,62.33
1199,337,Dessert Item 32,Dessert,1,51.35,51.35
1200,337,Dessert Item 41,Dessert,1,50.03,50.03
1201,337,Beverage Item 9,Beverage,2,25.34,50.68
1202,338,Main Course Item 38,Main Course,2,178.5,357.01
1203,338,Starter Item 19,Starter,3,33.23,99.69
1204,338,Dessert Item 10,Dessert,2,49.23,98.46
1205,338,Dessert Item 48,Dessert,1,103.45,103.45
1206,338,Beverage Item 30,Beverage,2,78.83,157.66
1207,339,Beverage Item 5,Beverage,3,22.97,68.92
1208,339,Beverage Item 19,Beverage,1,84.17,84.17
1209,339,Beverage Item 28,Beverage,2,25.01,50.02
1210,339,Main Course Item 11,Main Course,2,25.18,50.36
1211,340,Dessert Item 17,Dessert,1,321.54,321.54
1212,340,Main Course Item 13,Main Course,2,28.61,57.23
1213,340,Main Course Item 37,Main Course,1,55.69,55.69
1214,340,Dessert Item 31,Dessert,3,16.78,50.34
1215,340,Beverage Item 44,Beverage,3,16.7,50.11
1216,340,Starter Item 8,Starter,1,50.3,50.3
1217,341,Dessert Item 12,Dessert,2,-27.78,-55.55
1218,341,Main Course Item 26,Main Course,1,50.0,50.0
1219,341,Main Course Item 33,Main Course,2,25.0,50.0
1220,341,Beverage Item 17,Beverage,3,16.67,50.0
1221,341,Beverage Item 4,Beverage,1,50.0,50.0
1222,341,Beverage Item 1,Beverage,3,16.67,50.0
1223,342,Beverage Item 1,Beverage,2,26.84,53.68
1224,342,Dessert Item 28,Dessert,2,56.59,113.18
1225,342,Dessert Item 45,Dessert,2,59.66,119.33
1226,343,Starter Item 18,Starter,3,41.86,125.59
1227,343,Beverage Item 32,Beverage,2,25.56,51.13
1228,343,Beverage Item 14,Beverage,2,25.42,50.84
1229,343,Main Course Item 17,Main Course,1,52.96,52.96
1230,343,Dessert Item 30,Dessert,3,16.67,50.02
1231,343,Dessert Item 34,Dessert,2,25.03,50.05
1232,344,Starter Item 42,Starter,1,314.35,314.35
1233,344,Beverage Item 32,Beverage,3,107.0,321.0
1234,344,Main Course Item 24,Main Course,1,240.19,240.19
1235,344,Starter Item 16,Starter,2,77.12,154.25
1236,344,Dessert Item 25,Dessert,1,166.72,166.72
1237,345,Beverage Item 36,Beverage,1,66.04,66.04
1238,345,Dessert Item 43,Dessert,3,67.76,203.27
1239,345,Dessert Item 38,Dessert,3,101.67,305.01
1240,346,Beverage Item 5,Beverage,2,80.38,160.75
1241,346,Starter Item 22,Starter,3,30.89,92.67
1242,347,Starter Item 6,Starter,1,77.27,77.27
1243,347,Main Course Item 33,Main Course,3,53.21,159.62
1244,347,Dessert Item 34,Dessert,1,90.45,90.45
1245,347,Beverage Item 49,Beverage,3,16.75,50.25
1246,347,Main Course Item 15,Main Course,2,25.26,50.52
1247,348,Dessert Item 10,Dessert,1,797.03,797.03
1248,349,Main Course Item 17,Main Course,2,81.92,163.83
1249,349,Starter Item 46,Starter,1,790.24,790.24
1250,350,Main Course Item 15,Main Course,1,320.34,320.34
1251,350,Dessert Item 31,Dessert,3,77.98,233.93
1252,350,Dessert Item 28,Dessert,2,156.95,313.89
1253,350,Main Course Item 32,Main Course,1,210.26,210.26
1254,351,Dessert Item 31,Dessert,3,64.65,193.95
1255,351,Starter Item 29,Starter,1,113.1,113.1
1256,351,Starter Item 42,Starter,1,301.86,301.86
1257,351,Dessert Item 19,Dessert,2,52.37,104.74
1258,351,Starter Item 17,Starter,3,118.86,356.58
1259,352,Dessert Item 48,Dessert,1,894.76,894.76
1260,353,Main Course Item 15,Main Course,2,166.06,332.11
1261,353,Beverage Item 20,Beverage,3,85.41,256.22
1262,353,Dessert Item 39,Dessert,3,159.66,478.99
1263,354,Main Course Item 28,Main Course,1,152.06,152.06
1264,354,Starter Item 8,Starter,3,83.72,251.16
1265,354,Beverage Item 14,Beverage,2,37.5,75.01
1266,354,Dessert Item 20,Dessert,2,36.48,72.97
1267,354,Main Course Item 36,Main Course,3,47.07,141.22
1268,354,Main Course Item 28,Main Course,2,51.48,102.96
1269,355,Starter Item 27,Starter,3,55.91,167.72
1270,355,Dessert Item 18,Dessert,2,27.39,54.78
1271,355,Starter Item 32,Starter,1,383.53,383.53
1272,355,Beverage Item 46,Beverage,3,115.48,346.44
1273,356,Beverage Item 6,Beverage,1,279.74,279.74
1274,356,Dessert Item 16,Dessert,1,58.86,58.86
1275,356,Dessert Item 18,Dessert,3,41.12,123.35
1276,357,Main Course Item 13,Main Course,1,238.89,238.89
1277,357,Main Course Item 33,Main Course,1,251.24,251.24
1278,357,Starter Item 34,Starter,3,55.57,166.71
1279,357,Beverage Item 18,Beverage,3,28.94,86.82
1280,357,Beverage Item 44,Beverage,2,141.08,282.17
1281,358,Starter Item 49,Starter,2,137.79,275.57
1282,358,Dessert Item 34,Dessert,1,121.85,121.85
1283,358,Beverage Item 42,Beverage,1,622.68,622.68
1284,359,Starter Item 38,Starter,1,235.48,235.48
1285,359,Starter Item 41,Starter,1,70.63,70.63
1286,360,Beverage Item 13,Beverage,2,170.65,341.3
1287,360,Main Course Item 14,Main Course,1,58.41,58.41
1288,360,Dessert Item 29,Dessert,3,47.93,143.78
1289,360,Beverage Item 1,Beverage,3,77.65,232.94
1290,360,Main Course Item 12,Main Course,3,47.78,143.34
1291,360,Starter Item 26,Starter,2,31.27,62.55
1292,361,Dessert Item 22,Dessert,2,128.11,256.21
1293,361,Starter Item 29,Starter,3,85.68,257.04
1294,361,Starter Item 3,Starter,1,214.83,214.83
1295,361,Beverage Item 25,Beverage,3,39.41,118.22
1296,362,Dessert Item 37,Dessert,1,138.93,138.93
1297,362,Main Course Item 13,Main Course,3,296.05,888.14
1298,363,Beverage Item 34,Beverage,3,49.19,147.56
1299,363,Starter Item 8,Starter,2,27.92,55.85
1300,363,Starter Item 9,Starter,2,28.92,57.84
1301,364,Dessert Item 12,Dessert,1,819.55,819.55
1302,365,Starter Item 38,Starter,3,80.3,240.91
1303,365,Starter Item 5,Starter,3,227.3,681.91
1304,366,Beverage Item 39,Beverage,3,28.7,86.1
1305,366,Starter Item 28,Starter,2,51.24,102.48
1306,366,Beverage Item 28,Beverage,1,110.46,110.46
1307,367,Dessert Item 26,Dessert,1,114.3,114.3
1308,367,Dessert Item 42,Dessert,3,63.22,189.66
1309,367,Dessert Item 28,Dessert,1,74.09,74.09
1310,367,Dessert Item 1,Dessert,1,70.79,70.79
1311,368,Beverage Item 14,Beverage,3,7.33,21.98
1312,368,Starter Item 8,Starter,1,50.0,50.0
1313,368,Dessert Item 7,Dessert,3,16.67,50.0
1314,368,Beverage Item 10,Beverage,2,25.0,50.0
1315,369,Starter Item 12,Starter,2,132.74,265.47
1316,369,Beverage Item 1,Beverage,3,49.2,147.59
1317,369,Dessert Item 29,Dessert,3,27.44,82.31
1318,369,Beverage Item 46,Beverage,1,75.46,75.46
1319,369,Beverage Item 36,Beverage,1,71.68,71.68
1320,370,Starter Item 13,Starter,2,126.72,253.43
1321,370,Dessert Item 40,Dessert,1,333.8,333.8
1322,370,Starter Item 41,Starter,3,61.08,183.25
1323,370,Starter Item 13,Starter,2,28.53,57.06
1324,371,Main Course Item 6,Main Course,1,99.65,99.65
1325,371,Starter Item 15,Starter,3,66.33,199.0
1326,371,Starter Item 28,Starter,3,67.15,201.45
1327,371,Main Course Item 30,Main Course,2,34.28,68.56
1328,371,Starter Item 15,Starter,2,71.04,142.08
1329,372,Dessert Item 30,Dessert,1,504.1,504.1
1330,373,Beverage Item 31,Beverage,3,22.34,67.02
1331,373,Main Course Item 37,Main Course,3,16.91,50.74
1332,373,Main Course Item 18,Main Course,2,61.11,122.22
1333,373,Starter Item 19,Starter,1,71.11,71.11
1334,374,Main Course Item 39,Main Course,3,103.65,310.96
1335,375,Dessert Item 6,Dessert,1,46.1,46.1
1336,375,Starter Item 22,Starter,2,25.0,50.0
1337,375,Starter Item 18,Starter,2,25.0,50.0
1338,375,Dessert Item 20,Dessert,1,50.0,50.0
1339,376,Starter Item 22,Starter,2,287.21,574.43
1340,377,Starter Item 29,Starter,1,559.14,559.14
1341,378,Starter Item 6,Starter,1,138.18,138.18
1342,378,Dessert Item 38,Dessert,2,448.73,897.47
1343,379,Starter Item 8,Starter,3,104.85,314.54
1344,379,Dessert Item 37,Dessert,3,222.25,666.74
1345,380,Dessert Item 29,Dessert,3,89.15,267.46
1346,380,Beverage Item 12,Beverage,2,62.52,125.05
1347,380,Dessert Item 46,Dessert,2,57.0,114.0
1348,380,Main Course Item 9,Main Course,2,26.28,52.56
1349,380,Main Course Item 28,Main Course,3,25.16,75.48
1350,380,Beverage Item 32,Beverage,2,26.16,52.31
1351,381,Starter Item 37,Starter,1,267.01,267.01
1352,381,Main Course Item 27,Main Course,2,83.48,166.96
1353,382,Dessert Item 3,Dessert,1,119.06,119.06
1354,382,Main Course Item 21,Main Course,3,97.76,293.27
1355,382,Beverage Item 3,Beverage,1,53.84,53.84
1356,382,Beverage Item 35,Beverage,1,60.54,60.54
1357,382,Starter Item 15,Starter,2,25.28,50.56
1358,382,Main Course Item 10,Main Course,1,50.8,50.8
1359,383,Beverage Item 2,Beverage,1,176.06,176.06
1360,383,Beverage Item 34,Beverage,1,145.03,145.03
1361,383,Dessert Item 6,Dessert,1,195.26,195.26
1362,383,Dessert Item 30,Dessert,1,61.99,61.99
1363,383,Beverage Item 4,Beverage,2,25.28,50.55
1364,383,Main Course Item 3,Main Course,2,27.42,54.83
1365,384,Starter Item 49,Starter,2,125.14,250.29
1366,384,Dessert Item 35,Dessert,3,34.48,103.44
1367,384,Dessert Item 43,Dessert,1,100.33,100.33
1368,384,Starter Item 10,Starter,2,25.29,50.59
1369,384,Dessert Item 36,Dessert,1,58.37,58.37
1370,385,Main Course Item 49,Main Course,1,231.69,231.69
1371,385,Main Course Item 31,Main Course,3,42.66,127.98
1372,386,Starter Item 7,Starter,3,17.34,52.02
1373,386,Starter Item 13,Starter,3,108.63,325.89
1374,386,Beverage Item 42,Beverage,3,102.21,306.62
1375,386,Starter Item 35,Starter,3,122.71,368.12
1376,387,Main Course Item 19,Main Course,3,32.95,98.85
1377,387,Starter Item 38,Starter,1,595.72,595.72
1378,388,Main Course Item 22,Main Course,1,69.79,69.79
1379,388,Beverage Item 33,Beverage,1,54.59,54.59
1380,388,Beverage Item 6,Beverage,3,33.37,100.1
1381,388,Main Course Item 20,Main Course,1,99.38,99.38
1382,388,Beverage Item 34,Beverage,3,18.37,55.1
1383,388,Starter Item 37,Starter,1,52.75,52.75
1384,389,Dessert Item 37,Dessert,1,278.79,278.79
1385,389,Main Course Item 38,Main Course,2,115.0,230.0
1386,389,Dessert Item 1,Dessert,2,59.24,118.48
1387,389,Dessert Item 48,Dessert,2,164.67,329.35
1388,390,Beverage Item 32,Beverage,2,38.31,76.61
1389,390,Main Course Item 27,Main Course,3,30.29,90.86
1390,390,Starter Item 1,Starter,2,47.17,94.34
1391,391,Main Course Item 31,Main Course,1,1169.4,1169.4
1392,392,Main Course Item 45,Main Course,1,61.36,61.36
1393,392,Dessert Item 41,Dessert,3,17.87,53.6
1394,392,Beverage Item 31,Beverage,3,66.47,199.41
1395,392,Beverage Item 45,Beverage,2,35.05,70.1
1396,392,Main Course Item 43,Main Course,3,16.82,50.46
1397,393,Beverage Item 39,Beverage,1,377.44,377.44
1398,393,Main Course Item 14,Main Course,2,251.49,502.98
1399,394,Starter Item 22,Starter,2,7.86,15.71
1400,394,Dessert Item 15,Dessert,3,16.67,50.0
1401,394,Beverage Item 15,Beverage,2,25.0,50.0
1402,394,Main Course Item 11,Main Course,3,16.67,50.0
1403,395,Dessert Item 32,Dessert,3,98.44,295.33
1404,395,Starter Item 14,Starter,3,22.07,66.22
1405,395,Main Course Item 3,Main Course,3,17.36,52.08
1406,395,Beverage Item 36,Beverage,3,27.07,81.22
1407,395,Starter Item 44,Starter,1,53.91,53.91
1408,395,Starter Item 36,Starter,1,90.96,90.96
1409,396,Main Course Item 15,Main Course,1,279.15,279.15
1410,396,Starter Item 27,Starter,3,59.64,178.92
1411,397,Beverage Item 17,Beverage,3,216.4,649.19
1412,398,Main Course Item 10,Main Course,3,30.47,91.42
1413,398,Dessert Item 36,Dessert,2,114.64,229.28
1414,399,Starter Item 16,Starter,2,158.1,316.2
1415,399,Beverage Item 1,Beverage,1,660.41,660.41
1416,400,Beverage Item 38,Beverage,3,132.04,396.12
1417,400,Dessert Item 4,Dessert,3,22.5,67.49
1418,400,Dessert Item 36,Dessert,3,17.38,52.15
1419,400,Starter Item 37,Starter,3,24.73,74.2
1420,400,Starter Item 41,Starter,1,62.4,62.4
1421,400,Dessert Item 36,Dessert,2,25.79,51.59
1422,401,Beverage Item 7,Beverage,3,44.46,133.38
1423,401,Main Course Item 44,Main Course,2,63.9,127.81
1424,401,Main Course Item 48,Main Course,2,28.65,57.31
1425,401,Beverage Item 41,Beverage,3,24.93,74.78
1426,401,Beverage Item 16,Beverage,3,29.69,89.08
1427,401,Dessert Item 21,Dessert,3,17.49,52.46
1428,402,Starter Item 32,Starter,1,149.47,149.47
1429,402,Beverage Item 45,Beverage,3,115.22,345.66
1430,402,Dessert Item 21,Dessert,1,71.45,71.45
1431,402,Dessert Item 6,Dessert,3,17.15,51.46
1432,402,Starter Item 40,Starter,3,24.88,74.64
1433,403,Starter Item 32,Starter,1,58.0,58.0
1434,403,Beverage Item 22,Beverage,1,120.29,120.29
1435,403,Beverage Item 34,Beverage,2,34.44,68.88
1436,403,Main Course Item 22,Main Course,2,27.39,54.77
1437,403,Dessert Item 35,Dessert,2,113.26,226.52
1438,403,Main Course Item 35,Main Course,1,212.34,212.34
1439,404,Beverage Item 10,Beverage,2,19.24,38.48
1440,404,Main Course Item 6,Main Course,2,25.0,50.0
1441,404,Dessert Item 38,Dessert,1,50.0,50.0
1442,404,Beverage Item 7,Beverage,1,50.0,50.0
1443,404,Beverage Item 20,Beverage,3,16.67,50.0
1444,405,Starter Item 12,Starter,1,61.53,61.53
1445,405,Starter Item 33,Starter,2,26.49,52.98
1446,405,Main Course Item 44,Main Course,3,19.92,59.76
1447,406,Starter Item 36,Starter,3,94.67,284.0
1448,407,Main Course Item 25,Main Course,2,96.66,193.32
1449,407,Starter Item 41,Starter,2,29.43,58.87
1450,407,Starter Item 14,Starter,2,37.41,74.81
1451,407,Starter Item 40,Starter,2,31.78,63.56
1452,407,Dessert Item 15,Dessert,3,17.05,51.16
1453,408,Main Course Item 2,Main Course,1,389.06,389.06
1454,408,Starter Item 47,Starter,2,168.41,336.83
1455,408,Starter Item 32,Starter,1,239.33,239.33
1456,409,Dessert Item 14,Dessert,2,66.7,133.4
1457,409,Main Course Item 42,Main Course,2,26.58,53.16
1458,409,Beverage Item 16,Beverage,2,29.17,58.34
1459,409,Beverage Item 11,Beverage,1,63.63,63.63
1460,409,Beverage Item 8,Beverage,2,25.16,50.33
1461,410,Starter Item 49,Starter,2,127.51,255.01
1462,410,Main Course Item 25,Main Course,1,246.45,246.45
1463,410,Dessert Item 42,Dessert,3,44.91,134.74
1464,410,Beverage Item 42,Beverage,3,36.12,108.37
1465,410,Main Course Item 44,Main Course,2,26.2,52.39
1466,410,Main Course Item 36,Main Course,2,29.69,59.38
1467,411,Main Course Item 3,Main Course,2,168.44,336.87
1468,411,Dessert Item 9,Dessert,1,360.78,360.78
1469,411,Dessert Item 3,Dessert,1,124.04,124.04
1470,411,Dessert Item 18,Dessert,3,45.58,136.73
1471,412,Starter Item 12,Starter,3,65.15,195.46
1472,412,Starter Item 16,Starter,2,46.5,92.99
1473,412,Main Course Item 28,Main Course,3,91.39,274.17
1474,412,Beverage Item 7,Beverage,3,45.06,135.17
1475,412,Dessert Item 9,Dessert,3,79.25,237.76
1476,412,Main Course Item 24,Main Course,2,43.82,87.63
1477,413,Main Course Item 31,Main Course,1,758.47,758.47
1478,414,Dessert Item 24,Dessert,1,398.96,398.96
1479,414,Starter Item 21,Starter,3,65.57,196.72
1480,414,Main Course Item 46,Main Course,3,21.7,65.11
1481,414,Main Course Item 1,Main Course,1,345.81,345.81
1482,415,Dessert Item 7,Dessert,3,61.99,185.96
1483,415,Beverage Item 1,Beverage,3,27.36,82.08
1484,415,Main Course Item 7,Main Course,3,56.37,169.1
1485,415,Starter Item 6,Starter,3,17.92,53.76
1486,415,Beverage Item 22,Beverage,1,51.42,51.42
1487,416,Beverage Item 41,Beverage,1,195.12,195.12
1488,416,Dessert Item 36,Dessert,1,64.2,64.2
1489,416,Starter Item 19,Starter,3,101.19,303.58
1490,416,Main Course Item 9,Main Course,1,325.77,325.77
1491,417,Dessert Item 46,Dessert,1,179.95,179.95
1492,418,Starter Item 31,Starter,3,25.28,75.85
1493,418,Main Course Item 23,Main Course,2,39.88,79.76
1494,419,Starter Item 38,Starter,3,1.57,4.72
1495,419,Dessert Item 40,Dessert,1,50.0,50.0
1496,419,Beverage Item 28,Beverage,2,25.0,50.0
1497,419,Starter Item 22,Starter,1,50.0,50.0
1498,419,Beverage Item 28,Beverage,1,50.0,50.0
1499,419,Main Course Item 8,Main Course,1,50.0,50.0
1500,420,Beverage Item 3,Beverage,3,32.68,98.04
1501,420,Starter Item 19,Starter,3,26.23,78.68
1502,421,Starter Item 44,Starter,1,295.47,295.47
1503,421,Starter Item 20,Starter,2,33.33,66.67
1504,421,Dessert Item 41,Dessert,2,38.7,77.4
1505,421,Main Course Item 39,Main Course,2,37.55,75.11
1506,421,Main Course Item 2,Main Course,2,26.32,52.64
1507,421,Main Course Item 13,Main Course,1,52.72,52.72
1508,422,Starter Item 33,Starter,2,31.3,62.59
1509,422,Starter Item 44,Starter,3,53.87,161.6
1510,422,Dessert Item 44,Dessert,2,28.26,56.53
1511,422,Dessert Item 44,Dessert,2,31.1,62.2
1512,422,Beverage Item 49,Beverage,3,20.84,62.52
1513,423,Beverage Item 7,Beverage,1,285.45,285.45
1514,424,Dessert Item 6,Dessert,2,119.75,239.5
1515,424,Dessert Item 35,Dessert,2,62.5,125.0
1516,424,Beverage Item 40,Beverage,3,142.81,428.42
1517,425,Dessert Item 7,Dessert,1,392.48,392.48
1518,425,Dessert Item 29,Dessert,1,214.91,214.91
1519,425,Beverage Item 7,Beverage,3,185.44,556.31
1520,426,Starter Item 23,Starter,3,103.9,311.7
1521,426,Dessert Item 47,Dessert,2,36.02,72.03
1522,427,Dessert Item 15,Dessert,1,299.46,299.46
1523,427,Dessert Item 26,Dessert,3,92.6,277.81
1524,427,Beverage Item 12,Beverage,2,31.18,62.35
1525,427,Starter Item 41,Starter,2,45.78,91.55
1526,427,Dessert Item 44,Dessert,1,68.24,68.24
1527,427,Starter Item 2,Starter,3,17.66,52.98
1528,428,Main Course Item 33,Main Course,3,49.99,149.98
1529,428,Beverage Item 27,Beverage,3,18.2,54.59
1530,428,Main Course Item 29,Main Course,2,43.31,86.62
1531,428,Main Course Item 14,Main Course,3,90.22,270.65
1532,428,Dessert Item 16,Dessert,2,128.79,257.57
1533,428,Beverage Item 43,Beverage,1,234.89,234.89
1534,429,Starter Item 11,Starter,3,18.58,55.73
1535,429,Main Course Item 32,Main Course,1,231.9,231.9
1536,429,Beverage Item 21,Beverage,3,172.95,518.84
1537,430,Dessert Item 49,Dessert,2,177.24,354.48
1538,430,Main Course Item 38,Main Course,3,204.78,614.33
1539,431,Starter Item 25,Starter,1,664.43,664.43
1540,432,Main Course Item 30,Main Course,1,220.22,220.22
1541,432,Beverage Item 22,Beverage,1,88.2,88.2
1542,432,Starter Item 3,Starter,2,25.22,50.43
1543,432,Dessert Item 18,Dessert,1,50.1,50.1
1544,432,Beverage Item 20,Beverage,2,26.22,52.43
1545,432,Main Course Item 29,Main Course,3,16.8,50.41
1546,433,Dessert Item 41,Dessert,1,101.56,101.56
1547,433,Dessert Item 4,Dessert,2,49.68,99.36
1548,433,Dessert Item 39,Dessert,2,152.26,304.52
1549,433,Beverage Item 42,Beverage,3,100.85,302.54
1550,434,Beverage Item 27,Beverage,3,24.41,73.22
1551,434,Dessert Item 43,Dessert,3,19.44,58.32
1552,434,Dessert Item 17,Dessert,3,18.33,55.0
1553,434,Main Course Item 10,Main Course,1,64.83,64.83
1554,435,Starter Item 33,Starter,3,31.82,95.46
1555,435,Dessert Item 14,Dessert,1,64.88,64.88
1556,435,Starter Item 11,Starter,2,38.49,76.98
1557,435,Beverage Item 15,Beverage,3,18.47,55.4
1558,435,Beverage Item 49,Beverage,3,22.94,68.82
1559,436,Dessert Item 22,Dessert,3,70.71,212.12
1560,436,Dessert Item 22,Dessert,3,34.56,103.68
1561,436,Starter Item 13,Starter,3,84.18,252.54
1562,436,Starter Item 22,Starter,3,27.89,83.66
1563,437,Beverage Item 32,Beverage,1,176.83,176.83
1564,437,Main Course Item 10,Main Course,2,44.58,89.16
1565,437,Beverage Item 18,Beverage,1,136.75,136.75
1566,437,Main Course Item 41,Main Course,1,53.42,53.42
1567,438,Dessert Item 8,Dessert,3,66.12,198.37
1568,438,Main Course Item 30,Main Course,2,107.83,215.66
1569,438,Dessert Item 25,Dessert,3,118.19,354.56
1570,439,Beverage Item 49,Beverage,2,102.48,204.97
1571,439,Dessert Item 47,Dessert,1,97.25,97.25
1572,439,Starter Item 8,Starter,1,72.49,72.49
1573,440,Dessert Item 40,Dessert,3,14.17,42.51
1574,440,Starter Item 49,Starter,2,25.0,50.0
1575,440,Beverage Item 41,Beverage,1,50.0,50.0
1576,440,Starter Item 3,Starter,1,50.0,50.0
1577,441,Main Course Item 49,Main Course,3,28.95,86.85
1578,441,Dessert Item 21,Dessert,2,463.7,927.39
1579,442,Starter Item 24,Starter,3,109.9,329.71
1580,442,Starter Item 22,Starter,1,155.18,155.18
1581,442,Beverage Item 11,Beverage,2,56.52,113.05
1582,442,Dessert Item 30,Dessert,3,17.92,53.75
1583,442,Starter Item 26,Starter,2,30.29,60.59
1584,442,Beverage Item 5,Beverage,1,51.21,51.21
1585,443,Dessert Item 16,Dessert,1,169.9,169.9
1586,443,Starter Item 11,Starter,3,16.85,50.54
1587,443,Starter Item 32,Starter,1,51.45,51.45
1588,443,Dessert Item 8,Dessert,3,16.78,50.34
1589,444,Main Course Item 23,Main Course,3,130.24,390.71
1590,444,Dessert Item 48,Dessert,1,580.93,580.93
1591,445,Dessert Item 45,Dessert,3,-0.38,-1.13
1592,445,Main Course Item 6,Main Course,2,25.0,50.0
1593,445,Starter Item 20,Starter,3,16.67,50.0
1594,445,Dessert Item 36,Dessert,2,25.0,50.0
1595,445,Main Course Item 22,Main Course,3,16.67,50.0
1596,446,Main Course Item 5,Main Course,1,71.98,71.98
1597,446,Beverage Item 49,Beverage,2,27.56,55.13
1598,446,Starter Item 35,Starter,2,26.69,53.38
1599,446,Dessert Item 14,Dessert,2,26.93,53.87
1600,447,Main Course Item 30,Main Course,2,69.17,138.33
1601,447,Starter Item 6,Starter,1,99.16,99.16
1602,447,Beverage Item 27,Beverage,3,36.6,109.81
1603,447,Dessert Item 26,Dessert,3,98.74,296.23
1604,447,Main Course Item 21,Main Course,2,179.77,359.55
1605,448,Beverage Item 8,Beverage,2,120.74,241.48
1606,448,Beverage Item 22,Beverage,2,28.37,56.74
